Staten Island Rolling Sales File.  All Sales From March 2016 - February 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 3/9/2017  Co-op Sales Files as of 3/10/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 1/6/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5195,11, ,A5,39 CORAL COURT                           ,            ,10308,1,0,1,2350,1500,2000,1,A5,0,08/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5195,38, ,A5,3774 HYLAN BOULEVARD                     ,            ,10308,1,0,1,2800,1204,1975,1,A5,"415,000",18/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5195,75, ,A2,12 WATERSIDE PARKWAY                     ,            ,10308,1,0,1,5360,1650,1965,1,A2,"582,500",08/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5195,107, ,A5,95 MANSION AVENUE                        ,            ,10308,1,0,1,2200,1200,2004,1,A5,"485,000",24/01/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5201,9, ,A2,10 MC KEE AVENUE                         ,            ,10308,1,0,1,5000,935,1950,1,A2,"374,166",11/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5203,25, ,A5,316 HILLSIDE TERRACE                     ,            ,10308,1,0,1,3750,1420,1970,1,A5,"445,000",17/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5203,59, ,A2,137 WHITMAN AVENUE                       ,            ,10308,1,0,1,6000,1280,1901,1,A2,"499,999",22/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5205,32, ,A5,321 CLEVELAND AVENUE                     ,            ,10308,1,0,1,2820,1386,1983,1,A5,"540,000",12/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5208,20, ,A1,3940 HYLAN BOULEVARD                     ,            ,10308,1,0,1,6000,1200,1899,1,A1,10,23/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5208,32, ,A2,320 CLEVELAND AVENUE                     ,            ,10308,1,0,1,4750,1026,1899,1,A2,"342,500",02/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5208,45, ,A1,37 HARTFORD STREET                       ,            ,10308,1,0,1,4500,1217,1950,1,A1,"447,500",15/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1B,5209,33, ,V0,340 CLEVELAND AVENUE                     ,            ,10308,1,0,1,3800,0,1940,1,A6,0,31/03/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5209,36, ,A5,348 CLEVELAND AVENUE                     ,            ,10308,1,0,1,2881,1560,1986,1,A5,"395,000",24/03/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5209,43, ,A5,21 ACKERMAN STREET                       ,            ,10308,1,0,1,2726,975,1986,1,A5,0,18/05/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5209,55, ,A5,51 ACKERMAN STREET                       ,            ,10308,1,0,1,2378,975,1986,1,A5,"347,500",23/05/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5212,24, ,A2,1 MORRIS PLACE                           ,            ,10308,1,0,1,3040,603,1940,1,A2,"460,000",06/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5212,74, ,A1,15 MORRIS PLACE                          ,            ,10308,1,0,1,1860,1024,1960,1,A1,"333,766",07/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5212,75, ,A6,11 MORRIS PLACE                          ,            ,10308,1,0,1,3640,1230,1910,1,A6,"243,800",29/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5217,5, ,A5,77 LINDENWOOD ROAD                       ,            ,10308,1,0,1,1533,1020,1991,1,A5,"86,000",19/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5217,5, ,A5,77 LINDENWOOD ROAD                       ,            ,10308,1,0,1,1533,1020,1991,1,A5,0,04/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5218,17, ,A2,24 SCARSDALE STREET                      ,            ,10308,1,0,1,6000,768,1955,1,A2,0,31/03/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5219,18, ,A2,59 SEELEY LANE                           ,            ,10308,1,0,1,5920,1240,1930,1,A2,0,27/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5227,9, ,A2,119 OAKDALE STREET                       ,            ,10308,1,0,1,3800,972,1925,1,A2,"375,000",31/05/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5230,5, ,A5,451 ROBINSON AVENUE                      ,            ,10312,1,0,1,1900,1222,2008,1,A5,"515,000",28/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5233,25, ,A1,419 ROBINSON AVENUE                      ,            ,10312,1,0,1,3990,2100,1944,1,A1,"580,000",23/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5233,38, ,A2,182 OAKDALE STREET                       ,            ,10308,1,0,1,6050,1196,1955,1,A2,"510,000",08/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5237,14, ,A5,361 RIDGECREST AVENUE                    ,            ,10312,1,0,1,2800,1440,1965,1,A5,0,01/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5237,14, ,A5,361 RIDGECREST AVENUE                    ,            ,10312,1,0,1,2800,1440,1965,1,A5,"283,334",01/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5237,79, ,A5,454 WINCHESTER AVENUE                    ,            ,10312,1,0,1,2800,1440,1965,1,A5,0,14/03/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5238,1, ,A5,451 WINCHESTER AVENUE                    ,            ,10312,1,0,1,3228,1600,1996,1,A5,"485,500",15/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5241,58, ,A2,400 THORNYCROFT AVENUE                   ,            ,10312,1,0,1,5000,1040,1955,1,A2,"435,000",10/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5242,56, ,A2,410 WINCHESTER AVENUE                    ,            ,10312,1,0,1,4410,1092,1960,1,A2,10,03/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5242,56, ,A2,410 WINCHESTER AVENUE                    ,            ,10312,1,0,1,4410,1092,1960,1,A2,10,11/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5242,62, ,A2,396 WINCHESTER AVENUE                    ,            ,10312,1,0,1,5250,1200,1960,1,A2,0,16/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5242,65, ,A2,392 WINCHESTER AVENUE                    ,            ,10312,1,0,1,4410,1092,1960,1,A2,"555,000",28/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5243,9, ,A2,319 SYCAMORE STREET                      ,            ,10312,1,0,1,6471,1300,1950,1,A2,"395,000",10/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5244,5, ,A5,10 PARK TERRACE                          ,            ,10308,1,0,1,2494,1024,1965,1,A5,"440,000",20/12/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5245,25, ,A1,11 HIGHMOUNT ROAD                        ,            ,10308,1,0,1,4000,2347,2015,1,A3,"794,235",05/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5245,27, ,A1,15 HIGHMOUNT ROAD                        ,            ,10308,1,0,1,4000,2347,2015,1,A1,"794,235",26/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5246,22, ,A2,200 LINDENWOOD ROAD                      ,            ,10308,1,0,1,5000,1148,1950,1,A2,"455,000",15/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5246,24, ,A5,202 LINDENWOOD ROAD                      ,            ,10308,1,0,1,2500,1152,1987,1,A5,"463,000",15/12/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5247,62, ,A2,241 LINDENWOOD ROAD                      ,            ,10308,1,0,1,2880,1040,1940,1,A2,"427,500",30/03/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5248,9, ,A2,230 LINDENWOOD ROAD                      ,            ,10308,1,0,1,5400,1320,1935,1,A2,"440,000",06/02/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5249,15, ,A2,262 LINDENWOOD ROAD                      ,            ,10308,1,0,1,3600,850,1925,1,A2,"427,500",13/02/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5250,48, ,A2,65 HOLLY AVENUE                          ,            ,10308,1,0,1,4200,1599,1950,1,A2,"560,000",09/01/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5250,54, ,A2,81 HOLLY AVENUE                          ,            ,10308,1,0,1,4700,884,1950,1,A2,"418,000",11/03/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5251,35, ,A1,15 HOLLY AVENUE                          ,            ,10308,1,0,1,6000,1933,1940,1,A1,"659,600",16/12/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5252,56, ,A1,95 ACACIA AVENUE                         ,            ,10308,1,0,1,5700,1628,1930,1,A1,"624,500",08/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5252,64, ,A1,111 ACACIA AVENUE                        ,            ,10308,1,0,1,3800,1022,1930,1,A1,"387,000",06/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5253,70, ,A1,33 OCEANVIEW PLACE                       ,            ,10308,1,0,1,5250,2338,1993,1,A1,"665,000",03/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5254,38, ,A2,55 SYCAMORE STREET                       ,            ,10308,1,0,1,5700,1351,1960,1,A2,"470,000",10/03/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5254,52, ,A1,89 RAMBLEWOOD AVENUE                     ,            ,10308,1,0,1,4750,1088,1930,1,A1,"499,000",19/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5254,70, ,A1,123 RAMBLEWOOD AVENUE                    ,            ,10308,1,0,1,3800,1176,1920,1,A1,"484,000",12/12/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5256,20, ,A2,108 RAMBLEWOOD AVENUE                    ,            ,10308,1,0,1,3800,1064,1970,1,A2,0,27/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5256,24, ,A1,100 RAMBLEWOOD AVENUE                    ,            ,10308,1,0,1,3800,1714,1910,1,A1,"540,000",13/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5256,35, ,A2,80 RAMBLEWOOD AVENUE                     ,            ,10308,1,0,1,3800,1911,1966,1,A2,"550,000",27/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5256,63, ,A2,115 CLOVERDALE AVENUE                    ,            ,10308,1,0,1,3800,924,1950,1,A2,"515,000",17/01/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5258,50, ,A2,95 ELMWOOD AVENUE                        ,            ,10308,1,0,1,4750,1138,1935,1,A2,"340,000",30/12/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5259,26, ,A5,22 CLOVERDALE AVENUE                     ,            ,10308,1,0,1,2185,1095,1970,1,A5,0,22/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5260,34, ,A2,90 ELMWOOD AVENUE                        ,            ,10308,1,0,1,3800,1075,1955,1,A2,0,12/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5261,29, ,A2,28 ELMWOOD AVENUE                        ,            ,10308,1,0,1,3800,988,1950,1,A2,0,23/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5262,91, ,A2,109 HILLCREST STREET                     ,            ,10308,1,0,1,8460,1754,1940,1,A2,10,11/01/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5263,24, ,A2,348 ARMSTRONG AVENUE                     ,            ,10308,1,0,1,3600,912,1950,1,A2,"325,000",07/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5263,87, ,A2,315 ROBINSON AVENUE                      ,            ,10312,1,0,1,5700,1358,1930,1,A2,0,25/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5264,11, ,A2,352 ROBINSON AVENUE                      ,            ,10312,1,0,1,4750,1098,1950,1,A2,"450,000",19/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5264,20, ,A2,330 ROBINSON AVENUE                      ,            ,10312,1,0,1,7600,1568,1950,1,A2,0,20/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5264,42, ,A1,288 ROBINSON AVENUE                      ,            ,10312,1,0,1,3325,2000,2006,1,A1,"720,000",06/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5265,65, ,A2,159 PACIFIC AVENUE                       ,            ,10312,1,0,1,4750,972,1945,1,A2,0,18/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5266,18, ,A2,230 PACIFIC AVENUE                       ,            ,10312,1,0,1,6600,1215,1955,1,A2,"529,000",21/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5266,68, ,A1,277 THORNYCROFT AVENUE                   ,            ,10312,1,0,1,5000,1563,1945,1,A1,"605,000",03/01/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5268,1, ,A1,4147 RICHMOND AVENUE                     ,            ,10312,1,0,1,9588,1792,1920,1,A1,0,25/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5268,146, ,A1,280 WINCHESTER AVENUE                    ,            ,10312,1,0,1,5292,1318,1955,1,A1,"375,000",27/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5268,187, ,A1,191 RIDGECREST AVENUE                    ,            ,10312,1,0,1,3273,1662,1990,1,A1,"460,000",19/05/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5269,20, ,A1,36 HILLCREST STREET                      ,            ,10308,1,0,1,4000,1520,1925,1,A1,0,02/01/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5269,22, ,A1,32 HILLCREST STREET                      ,            ,10308,1,0,1,4000,2250,2003,1,A1,"790,000",01/12/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5271,6, ,A1,69 WIMAN AVENUE                          ,            ,10308,1,0,1,3600,1480,1925,1,A1,0,27/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5274,9, ,A5,100 DAVID STREET                         ,            ,10308,1,0,1,2500,1184,1960,1,A5,"390,000",16/05/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5274,12, ,A5,96 DAVID STREET                          ,            ,10308,1,0,1,2500,1184,1960,1,A5,"350,000",09/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5275,13, ,A2,92 DRIGGS STREET                         ,            ,10308,1,0,1,6120,1008,1930,1,A2,"340,000",07/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5275,22, ,A2,70 DRIGGS STREET                         ,            ,10308,1,0,1,6720,1050,1966,1,A2,"510,000",31/01/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5275,37, ,A6,72 WIMAN AVENUE                          ,            ,10308,1,0,1,3042,600,1920,1,A6,"270,000",01/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5278,14, ,A2,148 DAVID STREET                         ,            ,10308,1,0,1,4200,1222,1940,1,A2,0,24/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5279,8, ,A5,154 DRIGGS STREET                        ,            ,10308,1,0,1,2000,1104,1965,1,A5,"395,000",28/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5279,13, ,A2,146 DRIGGS STREET                        ,            ,10308,1,0,1,6000,1512,1945,1,A2,"495,000",26/01/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5280,5, ,A1,142 KING STREET                          ,            ,10308,1,0,1,6466,2226,1955,1,A2,"460,000",22/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5281,7, ,A5,114 RUSSELL STREET                       ,            ,10308,1,0,1,3000,1280,1965,1,A5,"475,000",29/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5281,14, ,A2,100 RUSSELL STREET                       ,            ,10308,1,0,1,3000,920,1930,1,A2,"419,000",31/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5282,55, ,A2,28 WILLIAM AVENUE                        ,            ,10308,1,0,1,3320,1144,1955,1,A2,"360,000",04/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5282,138, ,A2,249 ARMSTRONG AVENUE                     ,            ,10308,1,0,1,2560,720,1955,1,A2,"399,800",31/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5283,16, ,A2,236 ARMSTRONG AVENUE                     ,            ,10308,1,0,1,4500,1040,1955,1,A2,"77,000",08/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5283,18, ,A2,232 ARMSTRONG AVENUE                     ,            ,10308,1,0,1,5400,780,1955,1,A2,"430,000",18/01/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5287,50, ,A1,23 PACIFIC AVENUE                        ,            ,10312,1,0,1,5103,1748,1940,1,A1,0,12/12/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5287,64, ,A2,161 BEACH ROAD                           ,            ,10312,1,0,1,4750,722,1940,1,A2,0,05/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5292,25, ,A1,134 THORNYCROFT AVENUE                   ,            ,10312,1,0,1,3600,2000,1955,1,A1,0,20/05/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5292,59, ,A2,155 WINCHESTER AVENUE                    ,            ,10312,1,0,1,4500,1160,1955,1,A2,"355,000",04/03/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5293,4, ,A2,71 RIDGECREST AVENUE                     ,            ,10312,1,0,1,8500,1043,1945,1,A2,"400,000",15/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5294,22, ,A1,4173 RICHMOND AVENUE                     ,            ,10312,1,0,1,3854,2080,1965,1,A1,0,28/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5294,51, ,A1,126 RIDGECREST AVENUE                    ,            ,10312,1,0,1,4500,1264,1940,1,A1,10,22/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5294,54, ,A5,122 RIDGECREST AVENUE                    ,            ,10312,1,0,1,2862,1080,1960,1,A5,"470,000",03/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5295,1, ,A1,355 KING STREET                          ,            ,10312,1,0,1,4000,1928,1950,1,A1,0,29/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5295,1, ,A1,355 KING STREET                          ,            ,10312,1,0,1,4000,1928,1950,1,A1,0,03/05/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5295,20, ,A2,6 HILLTOP ROAD                           ,            ,10312,1,0,1,7875,1000,1965,1,A2,10,10/01/17
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5295,32, ,A1,70 RIDGECREST AVENUE                     ,            ,10312,1,0,1,3150,1156,1965,1,A1,"476,500",12/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5296,45, ,A1,150 WINCHESTER AVENUE                    ,            ,10312,1,0,1,5000,1404,1940,1,A1,"470,000",10/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5296,45, ,A1,150 WINCHESTER AVENUE                    ,            ,10312,1,0,1,5000,1404,1940,1,A1,"470,000",10/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5296,59, ,A2,120 WINCHESTER AVENUE                    ,            ,10312,1,0,1,5000,1225,1940,1,A2,0,26/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5296,61, ,A5,116 WINCHESTER AVENUE                    ,            ,10312,1,0,1,2667,1520,1975,1,A5,"402,500",28/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5296,62, ,A5,114 WINCHESTER AVENUE                    ,            ,10312,1,0,1,2667,1520,1975,1,A5,"445,000",07/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5298,44, ,A6,15 SWEETWATER AVENUE                     ,            ,10308,1,0,1,3240,744,1925,1,A6,"248,859",21/03/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5299,9, ,A3,20 SWEETWATER AVENUE                     ,            ,10308,1,0,1,3807,2787,2012,1,A3,0,02/05/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5299,51, ,A5,19 DOCKSIDE LANE                         ,            ,10308,1,0,1,2052,1660,2005,1,A5,0,09/05/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5299,69, ,A5,26 DOCKSIDE LANE                         ,            ,10308,1,0,1,2052,1660,2005,1,A5,"530,000",29/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5303,47, ,A2,209 WIMAN AVENUE                         ,            ,10308,1,0,1,5670,1827,1940,1,A2,"302,100",23/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5306,29, ,A2,160 WIMAN AVENUE                         ,            ,10308,1,0,1,6750,890,1950,1,A2,0,18/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5306,54, ,A6,206 WIMAN AVENUE                         ,            ,10308,1,0,1,3375,684,1930,1,A6,"169,600",28/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5306,55, ,A6,208 WIMAN AVENUE                         ,            ,10308,1,0,1,3375,684,1940,1,A6,"428,433",06/10/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5306,56, ,A1,210 WIMAN AVENUE                         ,            ,10308,1,0,1,3375,1384,1950,1,A1,"453,084",28/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5306,93, ,A5,101 GOODALL STREET                       ,            ,10308,1,0,1,6750,909,1930,1,A5,"549,888",28/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5306,100, ,A5,87 GOODALL STREET                        ,            ,10308,1,0,1,3375,1920,2015,1,A5,"569,201",04/03/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5306,105, ,A2,77 GOODALL STREET                        ,            ,10308,1,0,1,3375,792,1940,1,A2,"111,300",08/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5307,32, ,A1,46 GOODALL STREET                        ,            ,10308,1,0,1,3375,1660,1930,1,A1,"650,000",07/09/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5307,54, ,A5,82 GOODALL STREET                        ,            ,10308,1,0,1,3375,1700,2006,1,A5,"460,000",19/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5307,77, ,A5,212 TENNYSON DRIVE                       ,            ,10308,1,0,1,1938,1375,1990,1,A5,"315,000",08/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5307,87, ,A2,93 GLOVER STREET                         ,            ,10308,1,0,1,2970,476,1930,1,A2,"193,000",17/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5309,28, ,A1,128 GOODALL STREET                       ,            ,10308,1,0,1,6750,2600,2000,1,A1,"823,280",30/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5310,60, ,A6,96 GLOVER STREET                         ,            ,10308,1,0,1,2500,828,1920,1,A6,"84,800",19/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5311,27, ,A5,36 HEINZ AVENUE                          ,            ,10308,1,0,1,2496,1298,1975,1,A5,0,07/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5311,29, ,A5,40 HEINZ AVENUE                          ,            ,10308,1,0,1,2496,1298,1975,1,A5,"428,000",25/05/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5311,32, ,A5,46 HEINZ AVENUE                          ,            ,10308,1,0,1,2484,1298,1975,1,A5,0,31/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5311,39, ,A5,62 HEINZ AVENUE                          ,            ,10308,1,0,1,2670,1560,1975,1,A5,"469,000",09/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5311,42, ,A5,68 HEINZ AVENUE                          ,            ,10308,1,0,1,2604,1560,1975,1,A5,"430,000",31/08/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5311,44, ,A5,74 HEINZ AVENUE                          ,            ,10308,1,0,1,3393,1560,1975,1,A5,"430,000",28/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5312,45, ,A5,81 ARMSTRONG AVENUE                      ,            ,10308,1,0,1,1701,936,1975,1,A5,"345,000",20/04/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5312,53, ,A5,93 ARMSTRONG AVENUE                      ,            ,10308,1,0,1,2024,896,1989,1,A5,"330,000",13/06/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5316,22, ,A5,70 ROBINSON AVENUE                       ,            ,10312,1,0,1,1700,960,1973,1,A5,"336,000",30/11/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5316,33, ,A5,48 ROBINSON AVENUE                       ,            ,10312,1,0,1,2125,1420,1987,1,A5,"339,000",15/07/16
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5316,34, ,A1,46 ROBINSON AVENUE                       ,            ,10312,1,0,1,3400,1800,2006,1,A1,"385,000",17/08/16
