Bronx Rolling Sales File.  All Sales From March 2016 - February 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 3/9/2017  Co-op Sales Files as of 3/10/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 1/6/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3053,5, ,B9,509 EAST 183 STREET                      ,            ,10458, 2 , -   , 2 ," 1,420 "," 2,805 ",1901,1,B9, -   ,02/09/16
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3053,6, ,B9,2304 BASSFORD AVE                        ,            ,10458, 2 , -   , 2 ," 2,129 "," 2,960 ",1901,1,B9, -   ,30/06/16
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3053,109, ,B3,2315 BASSFORD AVENUE                     ,            ,10458, 2 , -   , 2 ," 1,202 "," 1,966 ",1901,1,B3," 480,000 ",17/03/16
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3031,145, ,C0,412 EAST 187 STREET                      ,            ,10458, 3 , -   , 3 ," 1,784 "," 2,302 ",2004,1,C0, -   ,29/12/16
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3031,145, ,C0,412 E 187TH STREET                       ,            ,10458, 3 , -   , 3 ," 1,784 "," 2,302 ",2004,1,C0," 545,000 ",14/10/16
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3038,124, ,C0,466 EAST 183RD ST                        ,            ,10458, 3 , -   , 3 ," 1,204 "," 2,889 ",2004,1,C0, -   ,25/08/16
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3038,124, ,C0,466 EAST 183 STREET                      ,            ,10458, 3 , -   , 3 ," 1,204 "," 2,889 ",2004,1,C0," 390,000 ",30/06/16
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3039,61, ,C0,2355 WASHINGTON AVENUE                   ,            ,10458, 3 , -   , 3 ," 1,638 "," 3,240 ",2007,1,C0," 350,000 ",27/06/16
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3041,8, ,C0,446 CYRUS PLACE                          ,            ,10458, 3 , -   , 3 ," 2,320 "," 2,008 ",1910,1,C0, -   ,12/10/16
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3050,128, ,C0,2263 BASSFORD AVENUE                     ,            ,10457, 3 , -   , 3 ," 1,250 "," 2,730 ",2003,1,C0," 460,000 ",14/01/17
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3053,120, ,C0,504 EAST 184 STREET                      ,            ,10458, 3 , -   , 3 ," 1,334 "," 2,936 ",2005,1,C0, -   ,01/09/16
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3053,121, ,C0,506 EAST 184 STREET                      ,            ,10458, 3 , -   , 3 ," 1,269 "," 2,936 ",2005,1,C0, -   ,01/09/16
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3053,121, ,C0,506 EAST 184 STREET                      ,            ,10458, 3 , -   , 3 ," 1,269 "," 2,936 ",2005,1,C0," 351,000 ",11/05/16
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3053,122, ,C0,508 EAST 184 STREET                      ,            ,10458, 3 , -   , 3 ," 1,269 "," 2,936 ",2005,1,C0, -   ,01/09/16
2,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3036,35, ,V0,2087 WASHINGTON AVENUE                   ,            ,10457, -   , -   , -   ," 2,099 ", -   ,0,1,V0, -   ,13/07/16
2,BATHGATE                 ,06  TAX CLASS 1 - OTHER                     ,2B,3050,100, ,C1,2250 BASSFORD                            ,            ,10457, 10 , -   , 10 ," 2,616 "," 7,122 ",2016,1,G0," 275,000 ",17/03/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,2924,6, ,C1,1874 BATHGATE AVENUE                     ,            ,10457, 7 , -   , 7 ," 1,628 "," 5,184 ",1931,2,C1," 675,000 ",26/04/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2927,54, ,C1,1473 FULTON AVENUE                       ,            ,10456, 20 , -   , 20 ," 5,625 "," 22,500 ",1912,2,C1," 3,682,769 ",01/03/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3031,19, ,C1,2338 WEBSTER AVENUE                      ,            ,10458, 8 , -   , 8 ," 3,002 "," 8,884 ",1931,2,C1," 1,315,000 ",19/09/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3031,19, ,C1,2338 WEBSTER AVE                         ,            ,10458, 8 , -   , 8 ," 3,002 "," 8,884 ",1931,2,C1," 1,075,000 ",15/04/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3031,60, ,C1,4589 PARK AVENUE                         ,            ,10458, 25 , -   , 25 ," 4,779 "," 18,975 ",1912,2,C1," 3,443,023 ",01/03/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3031,63, ,C1,4585 PARK AVENUE                         ,            ,10458, 25 , -   , 25 ," 4,787 "," 18,975 ",1912,2,C1," 3,364,440 ",01/03/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3032,53, ,C1,4687 PARK AVE                            ,            ,10458, 8 , -   , 8 ," 4,025 "," 9,600 ",1910,2,C1, -   ,31/05/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3032,58, ,C7,413 EAST 187 STREET                      ,            ,10458, 7 , 1 , 8 ," 3,325 "," 8,800 ",1910,2,C7," 1,270,000 ",16/05/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3035,23, ,C1,446 E 179 STREET                         ,            ,10457, 8 , -   , 8 ," 2,805 "," 8,712 ",1910,2,C1," 850,000 ",14/03/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2A,3039,67, ,C3,461 EAST 185 STREET                      ,            ,10458, 4 , -   , 4 ," 2,500 "," 3,786 ",1910,2,C3, -   ,30/06/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3040,7, ,C7,444 EAST 187 STREET                      ,            ,10458, 28 , 2 , 30 ," 5,000 "," 22,500 ",1926,2,C7," 4,608,457 ",01/03/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3041,1, ,C7,441 EAST 187 STREET                      ,            ,10458, 18 , 2 , 20 ," 3,400 "," 15,300 ",1910,2,C7," 3,103,383 ",01/03/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3048,20, ,C1,2190 BATHGATE AVENUE                     ,            ,10457, 7 , -   , 7 ," 2,417 "," 5,400 ",1931,2,C1," 880,000 ",21/12/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3050,102, ,C1,2254 BASSFORD AVENUE                     ,            ,10457, 8 , -   , 8 ," 2,727 "," 8,820 ",1910,2,C1, -   ,06/04/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3051,24, ,C7,2280 BATHGATE AVENUE                     ,            ,10457, 20 , 1 , 21 ," 9,464 "," 16,825 ",1911,2,C7, -   ,06/04/16
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3053,71, ,C1,471 EAST 184 STREET                      ,            ,10458, 8 , -   , 8 ," 2,090 "," 6,267 ",2015,2,C1, -   ,24/08/16
2,BATHGATE                 ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2903,3, ,D9,445 EAST 171 STREET                      ,            ,10457, 46 , -   , 46 ," 12,520 "," 45,046 ",2001,2,D9," 1,982,283 ",08/03/16
2,BATHGATE                 ,10  COOPS - ELEVATOR APARTMENTS             ,2,3044,40, ,D4,"495 E 178TH STREET, 2H                   ",            ,10457, -   , -   , -   , -   , -   ,1941,2,D4," 60,000 ",01/12/16
2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2B,3052,27, ,S9,2324 BATHGATE AVE                        ,            ,10458, 4 , 3 , 7 ," 2,390 "," 6,000 ",1931,2,S9," 708,000 ",14/03/16
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2900,59, ,K5,400 EAST TREMONT AVENUE                  ,            ,10457, -   , 2 , 2 ," 3,521 "," 3,413 ",1925,4,K5, -   ,12/01/17
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2909,28, ,K2,1891 WASHINGTON AVENUE                   ,            ,10457, -   , 1 , 1 ," 1,858 "," 3,198 ",1925,4,K2, -   ,06/07/16
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2909,29, ,K1,1889 WASHINGTON AVENUE                   ,            ,10457, -   , 1 , 1 ," 1,451 "," 1,451 ",1952,4,K1, -   ,06/07/16
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3030,156, ,K1,2276 WEBSTER AVENUE                      ,            ,10457, -   , 2 , 2 ," 4,024 "," 1,584 ",1931,4,K1, -   ,21/11/16
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3030,156, ,K1,2276-80 WEBSTER AVE                      ,            ,10457, -   , 2 , 2 ," 4,024 "," 1,584 ",1931,4,K1," 750,000 ",30/08/16
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3032,19, ,K4,2458 WEBSTER AVENUE                      ,            ,10458, -   , 3 , 3 ," 8,774 "," 15,500 ",1931,4,K4, -   ,02/08/16
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3032,29, ,K1,2472 WEBSTER AVENUE                      ,            ,10458, -   , 1 , 1 ," 1,546 ", 750 ,1931,4,K1, -   ,03/03/16
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3043,84, ,K1,505-507 EAST TREMONT AVENUE              ,            ,10457, -   , 2 , 2 ," 3,273 "," 4,253 ",2005,4,K1," 1,625,000 ",28/06/16
2,BATHGATE                 ,27  FACTORIES                               ,4,2924,30, ,F1,4181 3 AVENUE                            ,            ,10457, -   , 1 , 1 ," 7,576 "," 7,520 ",1954,4,F1, -   ,26/01/17
2,BATHGATE                 ,27  FACTORIES                               ,4,3029,37, ,F5,420 EAST 180TH                           ,            ,10457, -   , 1 , 1 ," 1,578 "," 3,154 ",1997,4,F5," 375,000 ",14/12/16
2,BATHGATE                 ,27  FACTORIES                               ,4,3044,73, ,F1,4309 3 AVENUE                            ,            ,10457, -   , 1 , 1 ," 8,288 "," 16,380 ",1931,4,F1," 3,000,000 ",19/01/17
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,2918,29, ,G7,1885 BATHGATE AVENUE                     ,            ,10457, -   , -   , -   ," 3,070 ", -   ,0,4,G7," 2,500,000 ",15/12/16
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,2,3031,54, ,D1,4607 PARK AVENUE                         ,            ,10458, 90 , -   , 90 ," 3,954 "," 60,048 ",2016,4,G7," 2,150,000 ",22/03/16
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3031,56, ,G7,4603 PARK AVENUE                         ,            ,10458, -   , -   , -   ," 3,882 ", -   ,0,4,G7, -   ,22/03/16
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3031,57, ,G7,N/A PARK AVENUE                          ,            ,10458, -   , -   , -   ," 3,817 ", -   ,1912,4,G7, -   ,22/03/16
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3031,59, ,G7,N/A PARK AVENUE                          ,            ,10458, -   , -   , -   ," 3,745 ", -   ,0,4,G7, -   ,22/03/16
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3032,27, ,G7,2470 WEBSTER AVENUE                      ,            ,10458, -   , -   , -   ," 2,053 ", -   ,0,4,G7," 1,300,000 ",03/03/16
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3046,30, ,G7,480 EAST 180 STREET                      ,            ,10457, -   , -   , -   ," 3,804 ", -   ,0,4,G7," 295,000 ",26/07/16
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,  ,3051,23, ,  ,3 AVENUE                                 ,            ,10457, -   , -   , -   , -   , -   ,0,4,G7, -   ,30/03/16
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3051,34, ,V1,4487 3 AVENUE                            ,            ,10457, -   , 1 , 1 ," 72,658 ", -   ,0,4,G1," 3,564,200 ",30/06/16
2,BATHGATE                 ,30  WAREHOUSES                              ,4,2908,37, ,E1,1827 WASHINGTON AVENUE                   ,            ,10457, -   , 1 , 1 ," 12,487 "," 11,750 ",1989,4,E1," 1,900,000 ",08/04/16
2,BATHGATE                 ,30  WAREHOUSES                              ,4,2918,32, ,E1,1873 BATHGATE AVENUE                     ,            ,10457, -   , 1 , 1 ," 3,852 "," 3,852 ",1931,4,E1, -   ,15/12/16
2,BATHGATE                 ,30  WAREHOUSES                              ,4,2924,7, ,E1,1880 BATHGATE AVENUE                     ,            ,10457, -   , 1 , 1 ," 6,520 "," 6,480 ",1931,4,E1, -   ,26/01/17
2,BATHGATE                 ,30  WAREHOUSES                              ,4,2924,7, ,E1,1880 BATHGATE AVENUE                     ,            ,10457, -   , 1 , 1 ," 6,520 "," 6,480 ",1931,4,E1, -   ,22/07/16
2,BATHGATE                 ,30  WAREHOUSES                              ,4,2924,10, ,E1,1888 BATHGATE AVENUE                     ,            ,10457, -   , 1 , 1 ," 9,240 "," 7,225 ",1990,4,E1, -   ,26/01/17
2,BATHGATE                 ,30  WAREHOUSES                              ,4,2924,10, ,E1,1888 BATHGATE AVENUE                     ,            ,10457, -   , 1 , 1 ," 9,240 "," 7,225 ",1990,4,E1, -   ,22/07/16
2,BATHGATE                 ,30  WAREHOUSES                              ,4,3031,66, ,E1,4581 PARK AVENUE                         ,            ,10458, -   , 1 , 1 ," 5,490 "," 4,984 ",1912,4,E1," 800,000 ",24/02/17
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2899,49, ,V1,412 EAST 175 STREET                      ,            ,10457, -   , -   , -   ," 2,708 ", -   ,0,4,V1," 305,475 ",20/06/16
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2900,28, ,V1,4145 PARK AVENUE                         ,            ,10457, -   , -   , -   ," 2,000 ", -   ,0,4,V1," 1,000 ",29/04/16
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2900,28, ,V1,4145 PARK AVENUE                         ,            ,10457, -   , -   , -   ," 2,000 ", -   ,0,4,V1," 75,000 ",29/04/16
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,3028,13, ,V9,1996 WEBSTER AVENUE                      ,            ,0, -   , -   , -   ," 5,945 ", -   ,0,4,V9," 1,200,000 ",19/10/16
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,3028,13, ,V9,WEBSTER AVENUE                           ,            ,0, -   , -   , -   ," 5,945 ", -   ,0,4,V9," 813,897 ",19/05/16
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,2,3048,39, ,D1,4439 3 AVENUE                            ,            ,10457, 133 , -   , 133 ," 19,196 "," 161,382 ",2016,4,V1, -   ,30/06/16
2,BATHGATE                 ,37  RELIGIOUS FACILITIES                    ,4,2927,6, ,M1,3752 THIRD AVENUE                        ,            ,10456, -   , 1 , 1 ," 2,500 "," 7,000 ",1931,4,M1," 400,000 ",28/10/16
2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2900,1, ,Z9,1816 WEBSTER AVENUE                      ,            ,10457, -   , -   , -   ," 3,082 ", -   ,0,4,Z9," 300,000 ",03/11/16
2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2909,26, ,Z9,1893 WASHINGTON AVENUE                   ,            ,10457, -   , -   , -   ," 2,673 ", -   ,0,4,Z9," 1,600,000 ",06/07/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4707,20, ,A5,1139 EAST 212TH STREET                   ,            ,10469, 1 , -   , 1 ," 3,203 "," 1,890 ",1945,1,A5," 365,000 ",15/03/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4707,59, ,A5,1108 EAST 213TH STREET                   ,            ,10469, 1 , -   , 1 ," 1,494 "," 1,512 ",1950,1,A5," 382,000 ",29/07/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4707,60, ,A5,1110 EAST 213 STREET                     ,            ,10469, 1 , -   , 1 ," 1,614 "," 1,512 ",1950,1,A5," 80,000 ",29/06/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4707,74, ,A5,1144 EAST 213                            ,            ,10469, 1 , -   , 1 ," 1,785 "," 1,018 ",1945,1,A5," 325,000 ",27/01/17
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4709,50, ,A5,1142 EAST 215 STREET                     ,            ,10469, 1 , -   , 1 ," 1,710 "," 1,732 ",1945,1,A5," 393,000 ",22/03/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4710,1, ,A5,1127 EAST 215 STREET                     ,            ,10469, 1 , -   , 1 ," 2,759 "," 1,998 ",1945,1,A5," 400,000 ",08/12/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4723,3, ,A2,3483 MICKLE AVENUE                       ,            ,10469, 1 , -   , 1 ," 1,918 "," 1,024 ",1945,1,A2," 299,000 ",17/06/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4723,5, ,A2,3479 MICKLE AVENUE                       ,            ,10469, 1 , -   , 1 ," 1,918 "," 1,024 ",1945,1,A2," 556,247 ",06/06/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4723,6, ,A2,3477 MICKLE AVE                          ,            ,10469, 1 , -   , 1 ," 1,918 "," 1,024 ",1945,1,A2," 328,570 ",05/05/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4724,40, ,S1,3448 MICKLE AVENUE                       ,            ,10469, 1 , 1 , 2 ," 2,465 "," 2,112 ",1950,1,S1," 326,000 ",20/12/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4724,55, ,A9,3482 MICKLE AVENUE                       ,            ,10469, 1 , -   , 1 ," 2,662 "," 2,100 ",1950,1,A9, -   ,01/09/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4728,106, ,A5,3416 KINGSLAND AVENUE                    ,            ,10469, 1 , -   , 1 ," 1,740 "," 1,224 ",1960,1,A5," 433,000 ",05/04/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4730,15, ,A2,3427 WICKHAM AVENUE                      ,            ,10469, 1 , -   , 1 ," 2,375 "," 2,565 ",1920,1,A2," 415,000 ",27/04/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4730,24, ,A2,3411 WICKHAM AVENUE                      ,            ,10469, 1 , -   , 1 ," 4,750 "," 2,046 ",1899,1,A2, -   ,31/03/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4733,16, ,A5,3337 BOUCK AVENUE                        ,            ,10469, 1 , -   , 1 ," 1,900 "," 1,254 ",1940,1,A5," 350,000 ",29/12/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4733,16, ,A5,3337 BOUCK AVENUE                        ,            ,10469, 1 , -   , 1 ," 1,900 "," 1,254 ",1940,1,A5, -   ,15/06/16
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4733,20, ,A5,3329 BOUCK AVENUE                        ,            ,10469, 1 , -   , 1 ," 1,900 "," 1,254 ",1940,1,A5," 317,200 ",20/01/17
