-1.01485608239824064075946807861328e+07,3.89584897878763731569051742553711e+06
-1.01485744049602840095758438110352e+07,3.89560102411572495475411415100098e+06
-1.01488836505057066679000854492188e+07,3.89425966443533217534422874450684e+06
-1.01493662204982936382293701171875e+07,3.89345752351718302816152572631836e+06
-1.01503513979918155819177627563477e+07,3.89246899091169005259871482849121e+06
-1.01508885145348925143480300903320e+07,3.89214454107888462021946907043457e+06
-1.01520518032136820256710052490234e+07,3.89063533710962021723389625549316e+06
-1.01522981532468087971210479736328e+07,3.89046829368312424048781394958496e+06
-1.01525426108485907316207885742188e+07,3.89015663602063292637467384338379e+06
-1.01525635389128606766462326049805e+07,3.88964186841371795162558555603027e+06
-1.01524700305405929684638977050781e+07,3.88933010005406010895967483520508e+06
-1.01522724384444355964660644531250e+07,3.88897615351354517042636871337891e+06
-1.01531657773580513894557952880859e+07,3.88792538791093416512012481689453e+06
-1.01535292354954909533262252807617e+07,3.88732211244311602786183357238770e+06
-1.01537646762185189872980117797852e+07,3.88682219196911901235580444335938e+06
-1.01538990388439074158668518066406e+07,3.88605875675891852006316184997559e+06
-1.01538929162719119340181350708008e+07,3.88564469749453570693731307983398e+06
-1.01537665686498619616031646728516e+07,3.88496913056221185252070426940918e+06
-1.01536285324812792241573333740234e+07,3.88464024672013567760586738586426e+06
-1.01532573932989742606878280639648e+07,3.88407400460220361128449440002441e+06
-1.01523125134611204266548156738281e+07,3.88316674806773522868752479553223e+06
-1.01519796681836489588022232055664e+07,3.88293762450549518689513206481934e+06
-1.01502927326201684772968292236328e+07,3.88222986248206440359354019165039e+06
-1.01495996574704889208078384399414e+07,3.88203788043929217383265495300293e+06
-1.01490241357030868530273437500000e+07,3.88195740271278051659464836120605e+06
-1.01478819977275487035512924194336e+07,3.88202210304911015555262565612793e+06
-1.01469597157463263720273971557617e+07,3.88229469690579641610383987426758e+06
-1.01462234486342184245586395263672e+07,3.88276658031682157889008522033691e+06
-1.01449950380533151328563690185547e+07,3.88438192022948199883103370666504e+06
-1.01447806367140486836433410644531e+07,3.88510413474304787814617156982422e+06
-1.01446903566070143133401870727539e+07,3.88560769547201413661241531372070e+06
-1.01446886868146527558565139770508e+07,3.88602281445631058886647224426270e+06
-1.01451582324268165975809097290039e+07,3.88816031293988926336169242858887e+06
-1.01454205011471286416053771972656e+07,3.88903479009558074176311492919922e+06
-1.01453430227815359830856323242188e+07,3.88953414155802130699157714843750e+06
-1.01452830215759985148906707763672e+07,3.88964412378950463607907295227051e+06
-1.01449164464928153902292251586914e+07,3.88987059226112207397818565368652e+06
-1.01446835661180764436721801757812e+07,3.89011895638787187635898590087891e+06
-1.01446254573438819497823715209961e+07,3.89029528219091147184371948242188e+06
-1.01446506155488006770610809326172e+07,3.89050199407153204083442687988281e+06
-1.01448847204379402101039886474609e+07,3.89086368229275289922952651977539e+06
-1.01453827638397496193647384643555e+07,3.89126293217711104080080986022949e+06
-1.01455008738194797188043594360352e+07,3.89150203748925821855664253234863e+06
-1.01451593456217255443334579467773e+07,3.89260408146649273112416267395020e+06
-1.01450365602233801037073135375977e+07,3.89272032959540095180273056030273e+06
-1.01440005097225680947303771972656e+07,3.89326920620317757129669189453125e+06
-1.01425143945204783231019973754883e+07,3.89375918257723143324255943298340e+06
-1.01419382048361320048570632934570e+07,3.89383575982651486992835998535156e+06
-1.01408638604304865002632141113281e+07,3.89350052239815797656774520874023e+06
-1.01405671939875222742557525634766e+07,3.89322965862472215667366981506348e+06
-1.01401911567476224154233932495117e+07,3.89280539316933928057551383972168e+06
-1.01397364166277311742305755615234e+07,3.89215409530141483992338180541992e+06
-1.01390187398705873638391494750977e+07,3.89036652971242275089025497436523e+06
-1.01388572152894474565982818603516e+07,3.88891035353533411398530006408691e+06
-1.01390356604331899434328079223633e+07,3.88868549550953321158885955810547e+06
-1.01391898379279375076293945312500e+07,3.88859422693343600258231163024902e+06
-1.01393225307609625160694122314453e+07,3.88839179364414885640144348144531e+06
-1.01391921756372451782226562500000e+07,3.88797513166607450693845748901367e+06
-1.01390272001518886536359786987305e+07,3.88776793373548658564686775207520e+06
-1.01380970144868195056915283203125e+07,3.88705510530461231246590614318848e+06
-1.01379269183048866689205169677734e+07,3.88681688648003898561000823974609e+06
-1.01372876104692611843347549438477e+07,3.88554735192215628921985626220703e+06
-1.01372215560225564986467361450195e+07,3.88522783103976259008049964904785e+06
-1.01371841946623157709836959838867e+07,3.88504710921197291463613510131836e+06
-1.01372676006085611879825592041016e+07,3.88442070125535828992724418640137e+06
-1.01372931764438003301620483398438e+07,3.88422862444579415023326873779297e+06
-1.01371629326395727694034576416016e+07,3.88288193542629200965166091918945e+06
-1.01371756869457643479108810424805e+07,3.88255926891827723011374473571777e+06
-1.01371768475759215652942657470703e+07,3.88252990700247325003147125244141e+06
-1.01372480920500289648771286010742e+07,3.88217921498088445514440536499023e+06
-1.01376640929871257394552230834961e+07,3.88096811532738571986556053161621e+06
-1.01379330408768821507692337036133e+07,3.88053461575542436912655830383301e+06
-1.01397231696083284914493560791016e+07,3.87851090144033217802643775939941e+06
-1.01418324513198807835578918457031e+07,3.87652344872093247249722480773926e+06
-1.01429968531935755163431167602539e+07,3.87615835907451063394546508789062e+06
-1.01439579856770858168601989746094e+07,3.87605499637011112645268440246582e+06
-1.01443098665874823927879333496094e+07,3.87608123450901173055171966552734e+06
-1.01454235067733787000179290771484e+07,3.87527503480089595541357994079590e+06
-1.01460545769666861742734909057617e+07,3.87471374890591436997056007385254e+06
-1.01462152109919004142284393310547e+07,3.87446610791031597182154655456543e+06
-1.01467386352376118302345275878906e+07,3.87292260982153704389929771423340e+06
-1.01470135943798702210187911987305e+07,3.87232023679931415244936943054199e+06
-1.01475680767635107040405273437500e+07,3.87194269300729781389236450195312e+06
-1.01476995450821369886398315429688e+07,3.87174147373854974284768104553223e+06
-1.01480705729449503123760223388672e+07,3.87043820195932639762759208679199e+06
-1.01480610564111359417438507080078e+07,3.86988919580463273450732231140137e+06
-1.01480534395809415727853775024414e+07,3.86944980146393179893493652343750e+06
-1.01480419638358186930418014526367e+07,3.86878782772017829120159149169922e+06
-1.01482249403568990528583526611328e+07,3.86775357195914583280682563781738e+06
-1.01483742525158356875181198120117e+07,3.86690966780236735939979553222656e+06
-1.01477270409963652491569519042969e+07,3.86628403412958001717925071716309e+06
-1.01475416940441932529211044311523e+07,3.86618433303923951461911201477051e+06
-1.01476191724097859114408493041992e+07,3.86561368300769943743944168090820e+06
-1.01484378159450795501470565795898e+07,3.86375376759111089631915092468262e+06
-1.01485319922342915087938308715820e+07,3.86320547357717622071504592895508e+06
-1.01484778909617662429809570312500e+07,3.86233966574656264856457710266113e+06
-1.01482620424691159278154373168945e+07,3.86177158422474004328250885009766e+06
-1.01477300466226171702146530151367e+07,3.86130040969215426594018936157227e+06
-1.01472681820553150027990341186523e+07,3.86115350238187890499830245971680e+06
-1.01467987477626390755176544189453e+07,3.86108031410759547725319862365723e+06
-1.01447334372499510645866394042969e+07,3.86125514616364333778619766235352e+06
-1.01437828801180664449930191040039e+07,3.86121425031798938289284706115723e+06
-1.01427253449555318802595138549805e+07,3.86083997389183426275849342346191e+06
-1.01401562024275138974189758300781e+07,3.86032781146800192072987556457520e+06
-1.01386648552093561738729476928711e+07,3.85985590061181131750345230102539e+06
-1.01368381023654378950595855712891e+07,3.85918895840693218633532524108887e+06
-1.01364187618436198681592941284180e+07,3.85893568904303153976798057556152e+06
-1.01361384593658018857240676879883e+07,3.85849625180917140096426010131836e+06
-1.01361420921667683869600296020508e+07,3.85844743187184538692235946655273e+06
-1.01361682929893359541893005371094e+07,3.85809533419309370219707489013672e+06
-1.01364236599012147635221481323242e+07,3.85721508333243615925312042236328e+06
-1.01371920983461625874042510986328e+07,3.85593841947383433580398559570312e+06
-1.01385407339771203696727752685547e+07,3.85472472460704855620861053466797e+06
-1.01391066822683140635490417480469e+07,3.85437763743004109710454940795898e+06
-1.01410677977376189082860946655273e+07,3.85360572249174304306507110595703e+06
-1.01417002037648167461156845092773e+07,3.85322785175276035442948341369629e+06
-1.01432380825301259756088256835938e+07,3.85212234836278995499014854431152e+06
-1.01442917215104829519987106323242e+07,3.85096762503901775926351547241211e+06
-1.01446485004784762859344482421875e+07,3.85011170563744241371750831604004e+06
-1.01453954542616978287696838378906e+07,3.84902103705068724229931831359863e+06
-1.01455150113948117941617965698242e+07,3.84890905386455263942480087280273e+06
-1.01458852600211892277002334594727e+07,3.84884175869388692080974578857422e+06
-1.01461422967254314571619033813477e+07,3.84867834804675169289112091064453e+06
-1.01467440898926593363285064697266e+07,3.84815111291160294786095619201660e+06
-1.01470032416672259569168090820312e+07,3.84781624884132528677582740783691e+06
-1.01470720371125377714633941650391e+07,3.84771696802796795964241027832031e+06
-1.01471883659804146736860275268555e+07,3.84698607009228086099028587341309e+06
-1.01471969375812076032161712646484e+07,3.84646446210927981883287429809570e+06
-1.01471777555376347154378890991211e+07,3.84602602971502859145402908325195e+06
-1.01471674379161465913057327270508e+07,3.84579021278752153739333152770996e+06
-1.01469183048957493156194686889648e+07,3.84443389975784253329038619995117e+06
-1.01463490170198343694210052490234e+07,3.84287780730877025052905082702637e+06
-1.01461119065044447779655456542969e+07,3.84241121767179761081933975219727e+06
-1.01457861856743842363357543945312e+07,3.84196142734273616224527359008789e+06
-1.01451329629024080932140350341797e+07,3.84122705318531207740306854248047e+06
-1.01443127608942426741123199462891e+07,3.84054557145697716623544692993164e+06
-1.01440006210420597344636917114258e+07,3.84037302724499581381678581237793e+06
-1.01434157484374307096004486083984e+07,3.84032123804859956726431846618652e+06
-1.01432807178950998932123184204102e+07,3.84036668569857673719525337219238e+06
-1.01426264932477064430713653564453e+07,3.84103349147524544969201087951660e+06
-1.01418405776427071541547775268555e+07,3.84112505303657706826925277709961e+06
-1.01398457323676906526088714599609e+07,3.84194306082699354737997055053711e+06
-1.01389242296229042112827301025391e+07,3.84242007094318745657801628112793e+06
-1.01369035582260247319936752319336e+07,3.84304008068579388782382011413574e+06
-1.01356169275514371693134307861328e+07,3.84328005907346075400710105895996e+06
-1.01355171852876860648393630981445e+07,3.84412160763983335345983505249023e+06
-1.01348896773180849850177764892578e+07,3.84507621923136617988348007202148e+06
-1.01346876324422936886548995971680e+07,3.84565195743161067366600036621094e+06
-1.01345710809354353696107864379883e+07,3.84662823872229829430580139160156e+06
-1.01343500004267189651727676391602e+07,3.84714668133854633197188377380371e+06
-1.01334333957395274192094802856445e+07,3.84815256713866768404841423034668e+06
-1.01329422541461456567049026489258e+07,3.84848585425945604220032691955566e+06
-1.01322015342544075101613998413086e+07,3.84812520125931967049837112426758e+06
-1.01316639724333677440881729125977e+07,3.84768061374422209337353706359863e+06
-1.01308328611151035875082015991211e+07,3.84646168625402823090553283691406e+06
-1.01304632804056704044342041015625e+07,3.84561362688287580385804176330566e+06
-1.01304033905196245759725570678711e+07,3.84531095208439743146300315856934e+06
-1.01304072867018021643161773681641e+07,3.84426988920066831633448600769043e+06
-1.01305856205260530114173889160156e+07,3.84362259172084182500839233398438e+06
-1.01312122379397284239530563354492e+07,3.84258484871018072590231895446777e+06
-1.01316012995600514113903045654297e+07,3.84212130972653254866600036621094e+06
-1.01318804888429604470729827880859e+07,3.84192760126387933269143104553223e+06
-1.01326276652651652693748474121094e+07,3.84125308186139306053519248962402e+06
-1.01335235645270682871341705322266e+07,3.84012993706191889941692352294922e+06
-1.01341000881698876619338989257812e+07,3.83962910774513799697160720825195e+06
-1.01349105976632479578256607055664e+07,3.83919495215998170897364616394043e+06
-1.01355630489178933203220367431641e+07,3.83884547323419013991951942443848e+06
-1.01377941141523700207471847534180e+07,3.83744900967478891834616661071777e+06
-1.01378422270472235977649688720703e+07,3.83741484230294870212674140930176e+06
-1.01390235266086924821138381958008e+07,3.83657597332961624488234519958496e+06
-1.01384641461674552410840988159180e+07,3.83529176260340027511119842529297e+06
-1.01369404049774762243032455444336e+07,3.83393559481364628300070762634277e+06
-1.01357696578928027302026748657227e+07,3.83320171785584744065999984741211e+06
-1.01321296218633558601140975952148e+07,3.83189846535583771765232086181641e+06
-1.01308612475852575153112411499023e+07,3.83128484685144480317831039428711e+06
-1.01295022592416517436504364013672e+07,3.83026045981580717489123344421387e+06
-1.01288251027791574597358703613281e+07,3.82923484127767104655504226684570e+06
-1.01286489953447226434946060180664e+07,3.82855140878154337406158447265625e+06
-1.01286909627927504479885101318359e+07,3.82811903727799840271472930908203e+06
-1.01287687751168161630630493164062e+07,3.82796105931000877171754837036133e+06
-1.01290387248819898813962936401367e+07,3.82750693384928908199071884155273e+06
-1.01296715761871486902236938476562e+07,3.82700228239420289173722267150879e+06
